﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:7nNCY53VcZ4MovRQDBsI10","Unutama Beni","Esmeray","En İyileriyle Esmeray","1","2","247626","spotify:user:mrkaan888","2018-07-19T01:02:19Z"
"spotify:track:3HxzLhSYdfOYRSYyOq0Bd9","Düşüşüm","Özgür Çevik","Düşünce","1","2","244973","spotify:user:mrkaan888","2018-07-19T01:03:03Z"
"spotify:track:6KWgd8NvN40pX7oVE526d1","Çayımın Şekeri","Ayna","20. Yıl (1. Bölüm)","1","7","295733","spotify:user:mrkaan888","2018-07-19T01:04:36Z"
"spotify:track:5dcJ3WOK9zZJ4S9iiZ23hP","Yürek İster","Ayşegül Esen","Yıldızlara Yolculuk","1","4","199694","spotify:user:mrkaan888","2018-07-19T01:06:07Z"
"spotify:track:4dscUjJtbib6Ik3ZkIBEUc","Hadi Uçalım","İsa Özkocaman","Yıldızlara Yolculuk","1","7","210013","spotify:user:mrkaan888","2018-07-19T01:14:40Z"
"spotify:track:08T1GrbYCJLKAGcLQbkByL","Kartal Gibi","Kinyas OZ","Yıldızlara Yolculuk","1","8","227027","spotify:user:mrkaan888","2018-07-19T01:17:48Z"
"spotify:track:3bCZiK5K2Zb5Uy80VfPpTB","25. Yıl","Patron","Yıldızlara Yolculuk","1","10","219920","spotify:user:mrkaan888","2018-07-19T01:24:54Z"
"spotify:track:2Dqa0Lv4iXd6ymbDrDp8J9","Gökyüzü Olsam","Oğuz Sırmalı","Yıldızlara Yolculuk","1","1","193114","spotify:user:mrkaan888","2018-07-19T01:31:07Z"
"spotify:track:0t6IbKxBrI42kfxr6jWozy","Göç","Kurban","Yıldızlara Yolculuk","1","2","157706","spotify:user:mrkaan888","2018-07-19T01:31:07Z"
"spotify:track:2Mo7yxHe87OeA3CYR9AVkT","Keşf-i Alem","Aslı Gökyokuş","Yıldızlara Yolculuk","1","3","208333","spotify:user:mrkaan888","2018-07-19T01:31:07Z"
"spotify:track:7e50quWvTcvJDpnBBZkWkX","İstikbal Göklerdedir","Direc-t","Yıldızlara Yolculuk","1","5","146306","spotify:user:mrkaan888","2018-07-19T01:31:07Z"
"spotify:track:1n6Hk6NsdfGi6wan6RE4fR","Benimle Uçmak İster Misin?","Hayko Cepkin","Yıldızlara Yolculuk","1","6","182786","spotify:user:mrkaan888","2018-07-19T01:31:07Z"
"spotify:track:4dP5xg22IIZ8UUcDyrJvPW","Türk Yıldızları","Klişe","Yıldızlara Yolculuk","1","9","171672","spotify:user:mrkaan888","2018-07-19T01:31:07Z"
"spotify:track:4viTa9RikPJpKoPC029htf","Özgürlük","Pickpocket","Yıldızlara Yolculuk","1","11","243066","spotify:user:mrkaan888","2018-07-19T01:31:07Z"
"spotify:track:5Xlrn1PfNERFn6JpUiyMqE","Hadi Durma","Plastic","Yıldızlara Yolculuk","1","12","175800","spotify:user:mrkaan888","2018-07-19T01:31:07Z"
"spotify:track:4ktTv8OPQDbahR4opPanNq","Med Cezir","Ceza","Medcezir","1","1","287733","spotify:user:mrkaan888","2018-07-23T21:55:55Z"
"spotify:track:397A58sUsAVNZlvriDmfl9","Bir Kadın Çizeceksin","maNga","maNga +","1","6","239613","spotify:user:mrkaan888","2018-07-23T21:56:09Z"
"spotify:track:5CX5ugcSOm6G24vZGhEPU0","Çav Bella","Grup Yorum","Haziranda Ölmek Zor / Berivan","1","12","101980","spotify:user:mrkaan888","2018-07-23T21:56:26Z"
"spotify:track:6DEysdLbzoEt2R0MHNiQCO","Halil İbrahim","Musa Eroğlu","Halil İbrahim / Kerbela Destanı","1","2","297906","spotify:user:mrkaan888","2018-07-23T22:10:04Z"
"spotify:track:3I0UXGXALzUfGnqh4UKFQb","Unut Beni","Cem Karaca","Cem Karaca'nın Apaşlar, Kardaşlar, Moğollar, Ferdy Kleine'a Teşekkürleriyle","1","4","243693","spotify:user:mrkaan888","2018-07-25T14:21:35Z"
"spotify:track:6EyaYpM7pF4okccobmQi5o","Hatıran Yeter","Gülden Karaböcek","Hatıran Yeter (1990-1991 Folk Kayıtları)","1","7","298160","spotify:user:mrkaan888","2018-07-25T14:21:40Z"
"spotify:track:4EBylvs1kD19og6GoBVAfE","Merak Ediyorum Kadın","İkiye On Kala","Merak Ediyorum Kadın","1","1","269500","spotify:user:mrkaan888","2018-07-25T14:30:01Z"
"spotify:track:6Fov2wtS1YVTS3o4sqhgVM","Vazgeçtim","Sezen Aksu","Gülümse","1","6","309906","spotify:user:mrkaan888","2018-07-25T14:41:21Z"
"spotify:track:33RuigdCUsceQ7GTyP9iAb","Bir Yangın Var","Vera","Bir Yangın Var","1","1","204670","spotify:user:mrkaan888","2018-07-25T15:21:00Z"
"spotify:track:4KxqClF40Ps12RVBJ6Orub","Sen Benden Gittin Gideli","Erkan Oğur, Ismail Hakki Demircioglu","Bilinmeyenle Karşılaşmak","1","14","228760","spotify:user:mrkaan888","2018-07-25T15:30:54Z"
"spotify:track:2fG7pofioDH1xyTCmvu0Xb","Arafta","Mabel Matiz","Mabel Matiz","1","1","259360","spotify:user:mrkaan888","2018-07-25T15:31:01Z"
"spotify:track:7A4XocqBUuuCbvDj7rT5wo","Saki","Nur Yoldas","Sultan-ı Yegah","1","2","334013","spotify:user:mrkaan888","2018-07-25T15:34:43Z"
"spotify:track:5RoliLXnfEEiCOmARywgfj","Şavkıması Sana Doğru Yolların Günaydınım","Melihat Gülses","Narçiçeğim","1","18","327146","spotify:user:mrkaan888","2018-07-25T16:00:29Z"
"spotify:track:2qEVzeqkaX0jXX9oFHAZZM","Nowhere to Go","Hurricane Love","Nowhere to Go","1","1","230633","spotify:user:mrkaan888","2018-07-26T08:55:56Z"
"spotify:track:0lVEq8ZUKEjmXj5AeoPpiQ","Kerkük Zindanı","Cem Karaca","Bindik Bir Alamete","1","2","201456","spotify:user:mrkaan888","2018-07-30T05:02:33Z"
"spotify:track:522soGPCUM6FJimxFQNjsQ","Sen Benim Şarkılarımsın","Gündoğarken","Bir Yaz Daha Bitiyor","1","3","179093","spotify:user:mrkaan888","2018-07-30T07:17:23Z"
"spotify:track:57oWU54Tq5dh6dMkfx0j33","Beni Bırakın","Levent Yüksel","Med Cezir","1","5","252473","spotify:user:mrkaan888","2018-07-30T07:17:28Z"
"spotify:track:1KC9nhTLsjBIFPlkV98lHM","Yalancı Bahar","Aşkın Nur Yengi","Aşkın Nur Yengi","1","5","218373","spotify:user:mrkaan888","2018-07-30T07:17:33Z"
"spotify:track:4t5Oz1sj1KwsuBh1JhFuCM","Son Arzum","Nilüfer","Selam Söyle","1","3","206426","spotify:user:mrkaan888","2018-07-30T07:25:08Z"
"spotify:track:6ZBDMbseCkHAn9toyJWNTA","Seninle Başım Dertte","Selami Şahin","Seninle Başım Dertte","1","1","260733","spotify:user:mrkaan888","2018-07-30T08:05:42Z"
"spotify:track:3jUhC1S0gWYOdzoCR1WY0m","Neredesin Sen","Neşet Ertaş","Acem Kızı","1","1","236800","spotify:user:mrkaan888","2018-07-30T08:21:33Z"
"spotify:track:2Ao2LEico0pK1lVrZFzhod","Bir Teselli Ver","Orhan Gencebay","Klasikler Sizin Seçtikleriniz Vol.1","1","3","272106","spotify:user:mrkaan888","2018-07-30T08:21:47Z"
"spotify:track:6R1dt8apfXmrXXkdBRiM26","Hasret","Tanju Okan","Bir Zamanlar (Best Of)","1","2","182373","spotify:user:mrkaan888","2018-07-30T08:21:53Z"
"spotify:track:5meDX0Dkz44z5b2i64S8Zm","Hani Kimi Zaman","Sertab Erener","Turuncu","1","3","175120","spotify:user:mrkaan888","2018-07-30T08:31:38Z"
"spotify:track:2SZjSAPoNiQ3kVPEZeARYt","Yanlışsın","Ayşegül Aldinç","Alev Alev","1","6","206893","spotify:user:mrkaan888","2018-07-30T08:33:38Z"
"spotify:track:5CqMfxBm2NiOHNO6nnZ7md","Kara Sevda","Barış Manço","Mançoloji, Vol. 1","1","5","264698","spotify:user:mrkaan888","2018-07-30T09:03:27Z"
"spotify:track:7lB2UirbMb2ZiDoao33J8n","Kal Benim İçin","Pamela","Yara","1","3","227072","spotify:user:mrkaan888","2018-08-02T15:00:47Z"
"spotify:track:4RxKSVczfW2dfJ07GlrZNN","Ah Yandım","Kalabalık Bando","Ah Yandım","1","1","309524","spotify:user:mrkaan888","2018-08-02T15:41:06Z"
"spotify:track:58eCxeMiYO9etjqMAxHTlO","Araf","mor ve ötesi","Masumiyetin Ziyan Olmaz","1","6","248933","spotify:user:mrkaan888","2018-08-02T16:22:56Z"
"spotify:track:2jA88KQqf7abxXd5jcPNgR","Belki Bir Gün","SIRMA","Belki Bir Gün","1","1","216624","spotify:user:mrkaan888","2018-08-03T07:36:22Z"
"spotify:track:740LkDmLBHAQimTvTyle3n","Yıldızların Altında","Zeki Müren","Yeşilçam Şarkıları Vol. 3 / Yıldızların Altında","1","3","178979","spotify:user:mrkaan888","2018-08-04T00:28:31Z"
"spotify:track:0z6sHONyqZQA2L9YxY5myo","Hababam Sınıfı","Melih Kibar","Yeşilçam Şarkıları Vol. 3 / Yıldızların Altında","1","17","266611","spotify:user:mrkaan888","2018-08-04T11:22:47Z"
"spotify:track:5pe7MB5YeGMTw53Irqr0mP","Unut","Pera, Toygar Işıklı","Giz","1","4","242973","spotify:user:mrkaan888","2018-08-05T09:31:01Z"
"spotify:track:0LtZaTUpiZIEG8910Vcy4R","Ederlezi","Goran Bregović","Le Temps Des Gitans & Kuduz","1","1","298746","spotify:user:mrkaan888","2018-08-06T06:02:05Z"
"spotify:track:7MI9MdnQLi6XUSSDOuHxZY","Bad Moon Rising","Mourning Ritual, Peter Dreimanis","Teen Wolf (Original Television Soundtrack)","1","4","213866","spotify:user:mrkaan888","2018-08-10T05:56:05Z"
"spotify:track:21JTgoZLDB2F4Fx0uRCmTL","the lonely","Christina Perri","lovestrong.","1","10","233480","spotify:user:mrkaan888","2018-08-10T14:45:06Z"
"spotify:track:6LteLVcW0oWLjuW6nePyWb","The Fault in Our Stars","Troye Sivan","The Fault in Our Stars","1","1","187194","spotify:user:mrkaan888","2018-08-13T09:03:12Z"
"spotify:track:7zAiHY1YvdzGmvSXaLyBy4","Soulmate","Natasha Bedingfield","N.B.","1","3","212000","spotify:user:mrkaan888","2018-08-13T09:31:13Z"
"spotify:track:4yn5oo6y0JH8dDoeY6PUxb","Ah Be Kadın","Ömer Başçı","Ah Be Kadın","1","1","305370","spotify:user:mrkaan888","2018-08-14T06:16:47Z"
"spotify:track:547UoqqkKsKcfbb9WWh0LE","utopia","Lykke Li","utopia","1","1","223266","spotify:user:mrkaan888","2018-08-14T12:58:24Z"
"spotify:track:4MH5lh1VQZfAXWFJFmPnKB","Vazgeç Gönül","Zeynep Dizdar","Yolun Açık Ola","1","1","288773","spotify:user:mrkaan888","2018-08-14T21:33:17Z"
"spotify:track:61iXWLRQNkdJ9mWchG6zHK","Masal","Duman","Belki Alışman Lazım","1","5","183733","spotify:user:mrkaan888","2018-08-15T07:06:24Z"
"spotify:track:5XMAeSjjinBwKjdANxHbeZ","Yanıbaşımdan","Duman","Seni Kendime Sakladım","1","3","284773","spotify:user:mrkaan888","2018-08-15T07:10:03Z"
"spotify:track:4TjX6QIQVSD3j2VAxlR2wa","Seni Kendime Sakladım","Duman","Seni Kendime Sakladım","1","4","242786","spotify:user:mrkaan888","2018-08-15T07:14:44Z"
"spotify:track:4DLetdzFMfQqq722ugexP3","İyi de Bana Ne","Duman","Duman 2","1","4","212466","spotify:user:mrkaan888","2018-08-16T12:32:17Z"
"spotify:track:3t6eD0Ih0ltE55FwziSl7U","Melankoli","Duman","Darmaduman","1","12","264500","spotify:user:mrkaan888","2018-08-16T12:32:30Z"
"spotify:track:6jo5kjABNphNwXQ8ZyOLtZ","Bu Akşam","Duman","Belki Alışman Lazım","1","1","175666","spotify:user:mrkaan888","2018-08-16T12:32:34Z"
"spotify:track:1u8rZf2jsugtBPcWPEKnjV","Wicked Ways","Killabyte, Danyka Nadeau","Wicked Ways","1","1","254896","spotify:user:mrkaan888","2018-08-23T17:06:52Z"
"spotify:track:7AFASza1mXqntmGtbxXprO","changes","XXXTENTACION","?","1","15","121886","spotify:user:mrkaan888","2018-08-23T23:12:17Z"
"spotify:track:0y3XEsKn5pONUKI0PDDMWa","İçinde Aşk Var","Sufle","Pus","1","2","246286","spotify:user:mrkaan888","2018-08-23T23:06:52Z"
"spotify:track:6kmOwoQIHyFghxiSExfuWv","Yan","Can Bonomo","Kâinat Sustu","1","1","224185","spotify:user:mrkaan888","2018-08-29T08:32:41Z"
"spotify:track:2tZnaXqheBRWXnYwRFE8Ey","Bloodsport '15","Raleigh Ritchie","You're a Man Now, Boy (Deluxe)","1","3","257933","spotify:user:mrkaan888","2018-08-29T14:06:44Z"
"spotify:track:48q5DlVN1iIwZyKmpVbNCV","I Got Mine","The Black Keys","Attack & Release","1","2","239146","spotify:user:mrkaan888","2018-09-04T08:37:41Z"
"spotify:track:0lbZpaxdAaFqBgAPQL4hSy","Nazende Sevgilim","Figen Genç","Nazende Sevgilim","1","1","230453","spotify:user:mrkaan888","2018-09-12T09:27:02Z"
"spotify:track:1ro9WY1H0KEzdeiKtEeLOU","Filozof","Dolu Kadehi Ters Tut","Polonya'nın Başı Belada","1","8","173296","spotify:user:mrkaan888","2018-09-13T17:14:18Z"
"spotify:track:1NOKd971UhylreL5JvOLFt","Gündüz Gece","Pentagram","Anatolia","1","4","200066","spotify:user:mrkaan888","2018-09-14T22:20:04Z"
"spotify:track:5tQpDYS3LG5O2TH96C8GlS","Infinity","Pentagram","Anatolia","1","13","327493","spotify:user:mrkaan888","2018-09-14T22:20:06Z"
"spotify:track:3xqYtCZNCBu6FrD5XC7AJZ","Bir Ayrılık Bir Yoksulluk Bir Ölüm","Ersen ve Dadaşlar","Ersen ve Dadaşlar 2007","1","3","215026","spotify:user:mrkaan888","2018-09-14T22:24:45Z"
"spotify:track:3isrprMUBVjJiZk2quixCA","Ah Nerede","Füsun Önal","Ah Nerede","1","1","165250","spotify:user:mrkaan888","2018-09-14T22:24:52Z"
"spotify:track:5vgUf8xUqFG5XcvdRsqXxd","Bal Gibi Olur","Asu Maralman","Asu Maralman (Türk Pop Tarihi)","1","1","168293","spotify:user:mrkaan888","2018-09-14T22:25:01Z"
"spotify:track:0UHdubLzS9oftzvPz9uIDg","Helvacı","Mavi Işıklar","Mavi Işıklar - Türk Pop Tarihi","1","1","166626","spotify:user:mrkaan888","2018-09-14T22:28:36Z"
"spotify:track:6rv0D1elZjpFcCVQpLpiXQ","Benim Derdim Seninle","Hümeyra","Benim Derdim Seninle","1","1","165279","spotify:user:mrkaan888","2018-09-14T22:36:48Z"
"spotify:track:50NEZSNLGu473nFv5Or6gg","When It Comes To Us","Frances, RITUAL","Things I've Never Said (Deluxe)","1","12","249361","spotify:user:mrkaan888","2018-09-16T15:46:52Z"
"spotify:track:5ACXZJZB4VZd8MPyJTcZ2G","Fight 'Til the End","Jack Savoretti","Written In Scars (Commentary)","1","22","214088","spotify:user:mrkaan888","2018-09-16T18:10:16Z"
"spotify:track:6pLCbZe5RcIkciIvIl0Zif","Sevdan Olmasa","Erol Evgin","Erol Evgin Ile Yeniden","1","6","252333","spotify:user:mrkaan888","2018-09-16T20:32:32Z"
"spotify:track:0rsDhujEJ73Q7I9bvEljAZ","Sunflower - Movie Version","Shannon Purser","Sierra Burgess is a Loser (Original Motion Picture Soundtrack)","1","7","108085","spotify:user:mrkaan888","2018-09-17T15:21:11Z"
"spotify:track:3hYvGiw2Q8QE2YWdIJLBz0","Tell Me You Love Me","Demi Lovato","Tell Me You Love Me","1","2","236986","spotify:user:mrkaan888","2018-09-25T17:16:17Z"
"spotify:track:56twMOlq9DJc3EgpVUVIrW","Stone Cold","Demi Lovato","Confident (Deluxe Edition)","1","5","191307","spotify:user:mrkaan888","2018-09-25T17:18:38Z"
"spotify:track:7a8fiZRR1KLrdKYKuM9xrp","Evleniyormuşsun Bugün","Bağzıları","Gece Lambası","1","6","258600","spotify:user:mrkaan888","2018-09-28T06:11:24Z"
"spotify:track:4WWM68tzMxpfMIDpdRoDoU","Pazartesi","Bağzıları","Bize Kalsın","1","7","166256","spotify:user:mrkaan888","2018-09-28T07:36:00Z"
"spotify:track:23KSyhPMqyUVrrLo300YiW","Ne Farkeder","Yüzyüzeyken Konuşuruz","Ne Farkeder","1","1","192542","spotify:user:mrkaan888","2018-09-30T04:22:35Z"
"spotify:track:62uCtBhwVAyiw6ip557d49","Unut Beni","Gece Yolcuları","Gece Yolculari","1","1","243440","spotify:user:mrkaan888","2018-10-01T20:01:17Z"
"spotify:track:5tkMbrXiWy9Lz0s02kGoYK","Öyle Güzel Ki","Gökhan Türkmen","Sessiz","1","2","284933","spotify:user:mrkaan888","2018-10-02T09:43:09Z"
"spotify:track:1N7YeVU0ZwAFbOhwM61ef6","Head Above Water","Avril Lavigne","Head Above Water","1","1","220850","spotify:user:mrkaan888","2018-10-03T12:11:23Z"
"spotify:track:2IiNA0s5eQBSjwK4iNeUvW","Complicated","Avril Lavigne","Let Go","1","2","244506","spotify:user:mrkaan888","2018-10-03T12:11:28Z"
"spotify:track:4omisSlTk6Dsq2iQD7MA07","Sk8er Boi","Avril Lavigne","Let Go","1","3","204000","spotify:user:mrkaan888","2018-10-03T12:11:35Z"
"spotify:track:4JAf3CkbJ2RdeX0SsKr3mF","Wish You Were Here","Avril Lavigne","Goodbye Lullaby","1","4","225680","spotify:user:mrkaan888","2018-10-03T12:11:53Z"
"spotify:track:7rWqBpWpxWJFDso4gikORl","Tek Yön Seçtiğim Tüm Yollar","maNga","Şehr-i Hüzün","1","10","241706","spotify:user:mrkaan888","2018-10-03T17:47:36Z"
"spotify:track:0ySm6pZ5o2VqMrPOyNA50U","In Your Eyes","INNA","Party Never Ends","1","1","165993","spotify:user:mrkaan888","2018-10-04T13:48:00Z"
"spotify:track:0rGXARekoTekU2Ir9oPRAn","Take It Off","INNA","Party Never Ends","1","8","208108","spotify:user:mrkaan888","2018-10-04T13:48:05Z"
"spotify:track:3iEMBTkOZtNF9xVjhQynT0","Tonight","INNA","Party Never Ends","1","9","221878","spotify:user:mrkaan888","2018-10-04T13:48:07Z"
"spotify:track:49LnjxaQ2Lgc9UVi06dszb","INNdiA","INNA","Party Never Ends","1","13","214029","spotify:user:mrkaan888","2018-10-04T13:48:10Z"
"spotify:track:1CLgZL4dOf1I25MUaZiJq0","Hot","INNA","Hot","1","1","219026","spotify:user:mrkaan888","2018-10-04T13:48:57Z"
"spotify:track:0jItPXi25nXLOXLzKYbHH8","Deja Vu","INNA","Hot","1","10","263746","spotify:user:mrkaan888","2018-10-04T13:49:03Z"
"spotify:track:07Af1vF3LFqNrmLC1Yzs0L","Olsun","Sertab Erener","Kırık Kalpler Albümü","1","3","287927","spotify:user:mrkaan888","2018-10-09T22:27:04Z"
"spotify:track:0LelyplNfe4Cov062SpI0i","Benim Ol Dedin","Barış Kocatürk","Benim Ol Dedin","1","1","214500","spotify:user:mrkaan888","2018-10-08T06:04:44Z"
"spotify:track:3IEmPrNgIiZpRisTc5swEq","Beni Vurup Yerde Bırakma","emre aydın","Beni Vurup Yerde Bırakma","1","1","284693","spotify:user:mrkaan888","2018-10-08T16:19:10Z"
"spotify:track:4tC96bxgSFkA9tvPI0kCMb","Deniz Üstü Köpürür","Cem Karaca","Best of Cem Karaca, Vol. 3","1","1","249960","spotify:user:mrkaan888","2018-10-14T21:32:23Z"
"spotify:track:3IuCqz179Rb1hmzLDPWTxf","Kandırma Kendini","maNga","maNga +","1","2","239200","spotify:user:mrkaan888","2018-10-24T09:16:24Z"
"spotify:track:4NZrZgrRoR4GwR7flWOXRI","Go Fuck Yourself","Two Feet","First Steps","1","1","129599","spotify:user:mrkaan888","2018-10-27T10:06:58Z"
"spotify:track:03FeHgtPLgBfBqKD3J3b4E","Kırmış Kalbini","Duman","Belki Alışman Lazım","1","4","279120","spotify:user:mrkaan888","2018-10-31T21:31:18Z"
"spotify:track:7tO3D3G9Xc0JB98exJUdD8","Geceler Şimdi","Eskitilmiş Yaz","Seni Şimdiden Özledim","1","3","205688","spotify:user:mrkaan888","2018-11-02T20:07:08Z"
"spotify:track:3az0Hk640wnwdfNCBfU3Jf","Olmuyor","Oğuz Berkay Fidan, Murat Boz","Olmuyor (O Ses Türkiye)","1","1","254186","spotify:user:mrkaan888","2018-11-06T14:22:25Z"
"spotify:track:4Q82ZuxlfsLTCxlgftfop1","Hasretinle Yandı Gönlüm","Edip Akbayram","Dün Ve Bugün","1","10","224533","spotify:user:mrkaan888","2018-11-12T20:00:08Z"
"spotify:track:3NnrXH3HO79dNsuuprVYTO","Çocuklar","Edip Akbayram","Dün Ve Bugün","1","13","201626","spotify:user:mrkaan888","2018-11-12T20:00:13Z"
"spotify:track:0FElFwGdqfQ5ywFbg3T2JL","Değmen Benim Gönlüme","Edip Akbayram","Dün Ve Bugün","1","1","284826","spotify:user:mrkaan888","2018-11-12T20:57:03Z"
"spotify:track:6gAVXYsjYe9ZuAfLwMBZEv","Ateşten Gömlek","Sagopa Kajmer","Şarkı Koleksiyoncusu","1","1","286000","spotify:user:mrkaan888","2018-11-12T23:37:49Z"
"spotify:track:7ijEXprwz7bctkloQAPLXv","Keskin Bıçak","Sezen Aksu","Deliveren","1","4","326120","spotify:user:mrkaan888","2018-11-15T18:14:54Z"
"spotify:track:48thlDNTf1I7aviH3cmOtX","Hayat Gibi","Toygar Işıklı","Hayat Gibi","1","2","312626","spotify:user:mrkaan888","2018-11-15T18:15:11Z"
"spotify:track:6kM4A4oVGsNkoy0hgh90Dj","Kimseler","Pera","Giz","1","6","179760","spotify:user:mrkaan888","2018-11-15T18:16:26Z"
"spotify:track:6JxEJvNAMhsEotWfHCEtm2","Sensiz Olmaz","Müslüm Gürses","Baba'dan Kalan Şarkılar","1","1","281261","spotify:user:mrkaan888","2018-11-15T18:19:48Z"
"spotify:track:2tUVg0yNPBY29w3jYA0MH4","Beyaz Giyme","Suavi","Drama Köprüsü","1","8","179802","spotify:user:mrkaan888","2018-11-15T18:24:59Z"
"spotify:track:3LFVhQaxBCDAeA1IkKqVjl","Drama Köprüsü","Suavi","Drama Köprüsü","1","1","226000","spotify:user:mrkaan888","2018-11-15T18:27:34Z"
"spotify:track:2ZY2eMrhpiLlGyAgf3m3nD","Tuzak","Teoman","Koyu Antoloji","1","1","227323","spotify:user:mrkaan888","2018-11-25T16:50:24Z"
"spotify:track:0mLfGj17xQwpTC7x4hyqZ9","Yağmur","Teoman","O","1","6","257933","spotify:user:mrkaan888","2018-11-25T16:53:55Z"
"spotify:track:1Yjve6RJ9QaMoKIVNmOOUp","Yeter Artık Deli Gönül","Haluk Levent","Haluk Levent Box Set","2","1","270866","spotify:user:mrkaan888","2018-11-25T18:42:52Z"
"spotify:track:7KsZHCfOitA5V9oQYVdltG","Everything Now","Arcade Fire","Everything Now","1","2","303013","spotify:user:mrkaan888","2018-11-27T12:43:18Z"
"spotify:track:2Jp8Ztff3qgt2x5huvcjVY","Yaş Elli","Replikas","Dadaruhi","1","6","186000","spotify:user:mrkaan888","2018-11-28T10:23:49Z"
"spotify:track:0RdUX4WE0fO30VnlUbDVL6","Still Loving You","Scorpions","Comeblack","1","7","403453","spotify:user:mrkaan888","2018-11-30T06:30:19Z"
"spotify:track:1oMRkAdlRiuY4jfcUfjb6x","Still Loving You","Sonata Arctica","Takatalvi","1","3","271813","spotify:user:mrkaan888","2018-11-30T06:30:33Z"
"spotify:track:0puf9yIluy9W0vpMEUoAnN","Bang Bang","Jessie J, Ariana Grande, Nicki Minaj","Sweet Talker (Deluxe Version)","1","4","199386","spotify:user:mrkaan888","2018-11-30T06:30:43Z"
"spotify:track:4JLcAU2xY90qTkTSNM1lUa","Bang Bang (My Baby Shot Me Down)","Nancy Sinatra","How Does That Grab You?","1","11","162446","spotify:user:mrkaan888","2018-11-30T06:31:31Z"
"spotify:track:1eIbAIEu7naoaUglyets9l","Kısır Döngü","Allame","Kısır Döngü","1","1","162774","spotify:user:mrkaan888","2018-12-02T21:26:30Z"
"spotify:track:05UMQXFCsa9oPnLgfJHVyF","Ezio's Family","Jesper Kyd","Assassin's Creed 2 (Original Game Soundtrack)","1","3","237900","spotify:user:mrkaan888","2018-12-07T09:05:24Z"
"spotify:track:2noHL0PeH7WjRSLBjWxU4Q","Hiç Işık Yok","No.1, Melek Mosso","Siyah Bayrak","1","3","427249","spotify:user:mrkaan888","2018-12-07T15:56:40Z"
"spotify:track:01u0MJtfAUGgc4obwHlZTB","Feel Love","Rosie Doonan, Matt Sanchez, Steve Dymond,","UNLEASHED LOVE (Special Edition)","1","4","236420","spotify:user:mrkaan888","2018-12-10T21:17:32Z"
"spotify:track:5MhZLInNFjr49mX1ICnmzF","Ben Sende Yandım","Mavi Gri","Ben Sende Yandım","1","1","208978","spotify:user:mrkaan888","2018-12-11T05:18:52Z"
"spotify:track:43td83LR78LyfMxYNRsLMl","Herkes Gider Mi","Cem Adrian, Aylin Aslım","Kayıp Çocuk Masalları","1","5","275080","spotify:user:mrkaan888","2018-12-17T13:15:48Z"
"spotify:track:0hOSnuz8bGXOSuR91htbmY","Hep Bana","Emel Sayın","Hep Bana","1","1","263346","spotify:user:mrkaan888","2019-01-01T09:29:52Z"
"spotify:track:1R49JklYBW1wSW8V671r0X","Blue Mark","Altan Urag","Made in Altan Urag","1","3","205546","spotify:user:mrkaan888","2019-02-04T09:16:39Z"
"spotify:track:1XlV4o4RHAHGGgHlVUyU6P","DNA","Clairity","Alienation","1","1","220840","spotify:user:mrkaan888","2019-02-04T09:20:41Z"
"spotify:track:1BUNSPFQYiyXx61Xvp8zSF","Go to Hell","Blackfield","Welcome to My DNA","1","2","185000","spotify:user:mrkaan888","2019-02-04T09:22:40Z"
"spotify:track:4edKwFwgSVKyxmvq9CGw0o","Glass House","Blackfield","Welcome to My DNA","1","1","177493","spotify:user:mrkaan888","2019-02-04T09:23:52Z"
"spotify:track:1BUNSPFQYiyXx61Xvp8zSF","Go to Hell","Blackfield","Welcome to My DNA","1","2","185000","spotify:user:mrkaan888","2019-02-04T09:23:52Z"
"spotify:track:3S6KYmAQkyU6PTyuXzp4PN","Rising of the Tide","Blackfield","Welcome to My DNA","1","3","230000","spotify:user:mrkaan888","2019-02-04T09:23:52Z"
"spotify:track:0igRox8QWXBt3ArRqYfXyf","Waving","Blackfield","Welcome to My DNA","1","4","236746","spotify:user:mrkaan888","2019-02-04T09:23:52Z"
"spotify:track:3HehywsXB2iZOPfI6iUbcG","Far Away","Blackfield","Welcome to My DNA","1","5","169240","spotify:user:mrkaan888","2019-02-04T09:23:52Z"
"spotify:track:54qYROM0BUdqDGQXO5s14M","Dissolving with the Night","Blackfield","Welcome to My DNA","1","6","248000","spotify:user:mrkaan888","2019-02-04T09:23:52Z"
"spotify:track:5bTFGv5amXxlcHGu760pWr","Blood","Blackfield","Welcome to My DNA","1","7","201120","spotify:user:mrkaan888","2019-02-04T09:23:52Z"
"spotify:track:0IaW513TdR1eM1TW436OqN","On the Plane","Blackfield","Welcome to My DNA","1","8","222493","spotify:user:mrkaan888","2019-02-04T09:23:52Z"
"spotify:track:31DUQe66WvYYOZtAjAfVw7","Oxygen","Blackfield","Welcome to My DNA","1","9","186866","spotify:user:mrkaan888","2019-02-04T09:23:52Z"
"spotify:track:7v2yGA6r0NJnz7RFiliMOJ","Zigota","Blackfield","Welcome to My DNA","1","10","306120","spotify:user:mrkaan888","2019-02-04T09:23:52Z"
"spotify:track:6Bvf5tdhb6aKHLc7IWtTuC","DNA","Blackfield","Welcome to My DNA","1","11","229773","spotify:user:mrkaan888","2019-02-04T09:23:52Z"
