﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:03Qa4yCUzzXK5RtCXEQEw7","Bir Elmanın Yarısı","Mehmet Erdem","Hepsi Benim Yüzümden","1","12","187176","spotify:user:mrkaan888","2018-02-11T10:09:32Z"
"spotify:track:5kvzYA1FHrUu2pJZLulkBo","Beni Öldürür","Burcu Tatlıses","Güzel Kokuyorum","1","2","187628","spotify:user:mrkaan888","2018-02-15T16:22:55Z"
"spotify:track:1OSlCffv0qIAhgtPJsH9UW","Defender","Manowar","Fighting The World","1","5","362360","spotify:user:mrkaan888","2018-02-18T12:32:37Z"
"spotify:track:1nFFCl5phB3VT6CgKK25uu","I Don't Wanna Live Without Your Love","Chicago","The Very Best Of: Only The Beginning","2","16","237200","spotify:user:mrkaan888","2018-02-24T17:27:22Z"
"spotify:track:7zqhUgWpWzwYnT9eewPJEK","The End","Daughter","The End","1","1","329646","spotify:user:mrkaan888","2018-02-24T17:28:49Z"
"spotify:track:1sh8DSGyKJsNsa1nDn7yDT","The Power of Love (You Are My Lady)","Air Supply","Ultimate Air Supply","1","15","325040","spotify:user:mrkaan888","2018-02-24T17:29:30Z"
"spotify:track:2z2apyLn6md4F2iNxLhJFL","Life On Mars","David Bowie","The Life Aquatic With Steve Zissou","1","3","223413","spotify:user:mrkaan888","2018-02-24T17:30:00Z"
"spotify:track:0qhCDQuqUm6wbJjAk7SlHR","Rock N Roll","Avril Lavigne","Avril Lavigne","1","1","206880","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:132xU8ov5n0jgmkYr8tsrL","17","Avril Lavigne","Avril Lavigne","1","3","204946","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:5rMr5qtkqv2ObPHOBuxJMa","Bitchin' Summer","Avril Lavigne","Avril Lavigne","1","4","210573","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:0Swvh86QCHSVk3yXUDeEM8","Let Me Go","Avril Lavigne, Chad Kroeger","Avril Lavigne","1","5","267973","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:5nugxvd978uqqJOa7d4E0T","Give You What You Like","Avril Lavigne","Avril Lavigne","1","6","225266","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:0DJLpR7cv97zg4indE9kQT","Bad Girl","Avril Lavigne, Marilyn Manson","Avril Lavigne","1","7","174893","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:40NOI5V57KUAxMhGxXFNXH","Hello Kitty","Avril Lavigne","Avril Lavigne","1","8","196240","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:0l9zAYj2IyKXYbs2dYtKls","You Ain't Seen Nothin' Yet","Avril Lavigne","Avril Lavigne","1","9","193280","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:5cPvjGQkJiLf7V55BixkuS","Sippin' On Sunshine","Avril Lavigne","Avril Lavigne","1","10","209360","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:2ddRUysq3qzWpRNo7sTPAz","Hello Heartache","Avril Lavigne","Avril Lavigne","1","11","229426","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:1XxBjMFXFMLUctAgqkProq","Falling Fast","Avril Lavigne","Avril Lavigne","1","12","193720","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:2VzMfpK8mT1iOue8aGuI2q","Hush Hush","Avril Lavigne","Avril Lavigne","1","13","239373","spotify:user:mrkaan888","2018-02-25T07:26:24Z"
"spotify:track:3egc5MjSInmkc9fHfjFsKK","What the Hell","Avril Lavigne","Goodbye Lullaby","1","2","220626","spotify:user:mrkaan888","2018-02-25T07:26:32Z"
"spotify:track:6wLK1ZXDZ73U5p9tyipMqC","Push","Avril Lavigne","Goodbye Lullaby","1","3","181293","spotify:user:mrkaan888","2018-02-25T07:26:32Z"
"spotify:track:2CJGMxpYwTYTdjgjWk6wwq","Smile","Avril Lavigne","Goodbye Lullaby","1","5","209453","spotify:user:mrkaan888","2018-02-25T07:26:32Z"
"spotify:track:62kvZSzErVINUQQ0FP41yW","Stop Standing There","Avril Lavigne","Goodbye Lullaby","1","6","207266","spotify:user:mrkaan888","2018-02-25T07:26:32Z"
"spotify:track:4kKL1QpcJX9Od4WflDyGsz","Everybody Hurts","Avril Lavigne","Goodbye Lullaby","1","8","221773","spotify:user:mrkaan888","2018-02-25T07:26:32Z"
"spotify:track:0Jkgr61HMaH7jBxadLs4GQ","Not Enough","Avril Lavigne","Goodbye Lullaby","1","9","258626","spotify:user:mrkaan888","2018-02-25T07:26:32Z"
"spotify:track:1MTGo96XPpHuPFtjSuDRDR","Darlin","Avril Lavigne","Goodbye Lullaby","1","11","230493","spotify:user:mrkaan888","2018-02-25T07:26:32Z"
"spotify:track:3Xk5WANrzTHL0u2vJdIJTt","Black Star","Avril Lavigne","Goodbye Lullaby (Deluxe Edition)","1","1","94093","spotify:user:mrkaan888","2018-02-25T07:26:41Z"
"spotify:track:5y7ZlDwHt6XrEcwUq6CLZp","I Love You","Avril Lavigne","Goodbye Lullaby (Deluxe Edition)","1","7","241946","spotify:user:mrkaan888","2018-02-25T07:26:41Z"
"spotify:track:1U9vp63USLOCMdDJKg0ZhM","4 Real","Avril Lavigne","Goodbye Lullaby (Deluxe Edition)","1","10","208346","spotify:user:mrkaan888","2018-02-25T07:26:41Z"
"spotify:track:7jZPdJhwaQbpeFVB4PMaUQ","Remember When","Avril Lavigne","Goodbye Lullaby (Deluxe Edition)","1","12","209186","spotify:user:mrkaan888","2018-02-25T07:26:41Z"
"spotify:track:0vkOVSHavJIG1FTLocyl7s","Goodbye","Avril Lavigne","Goodbye Lullaby (Deluxe Edition)","1","13","329360","spotify:user:mrkaan888","2018-02-25T07:26:41Z"
"spotify:track:0pJR2HTC5ZPJtqOF2wNtSY","Alice - Extended Version","Avril Lavigne","Goodbye Lullaby (Deluxe Edition)","1","14","300920","spotify:user:mrkaan888","2018-02-25T07:26:41Z"
"spotify:track:4eomQoKVWHk5NsU7XExfqD","Wish You Were Here - Acoustic Version","Avril Lavigne","Goodbye Lullaby (Deluxe Edition)","1","17","225933","spotify:user:mrkaan888","2018-02-25T07:26:41Z"
"spotify:track:1rQLtYMGZsb74CjH51iWhq","Bad Reputation","Avril Lavigne","Goodbye Lullaby (Deluxe Edition)","1","18","162186","spotify:user:mrkaan888","2018-02-25T07:26:41Z"
"spotify:track:5kyqKoOnHwvxk0bZLeK1kr","I Can Do Better","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","2","194908","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:3lxrdos6O9eZit1KMfz9A1","Runaway","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","3","227184","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:7lmX3dD2Xy13Jo1oCTR4ot","The Best Damn Thing","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","4","188917","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:6a1X8nNiPyVQYyzCDW9Ine","Everything Back But You","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","6","181533","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:6z7fZRrQfOH3ZjWEkC4QhC","Hot","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","7","202478","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:5OuP08bgU2H7ZeDQQFQ6q8","Innocence","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","8","231874","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:21zXru0J6n2em6MC61dVYE","I Don't Have To Try","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","9","197230","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:4Ib7GwWqc37GWVermwR4OV","One of Those Girls","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","10","174753","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:0xMbfVm5z0Q1VdnYvox460","Contagious","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","11","128545","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:4UPcXTh26ilb7owtuyHqNI","Keep Holding On","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","12","239629","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:7CUPfpfuPwjicclWi4qKH4","Alone","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","13","191982","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:1ERza8JzFin9c3Keo8XQEX","I Will Be","Avril Lavigne","The Best Damn Thing (Expanded Edition)","1","14","238376","spotify:user:mrkaan888","2018-02-25T07:26:47Z"
"spotify:track:4e8HF8QcD4HlfgRT6TGDlO","Take Me Away","Avril Lavigne","Under My Skin","1","1","177600","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:54ZydtdUOVRV78drWmJeII","Together","Avril Lavigne","Under My Skin","1","2","194626","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:0dEQaNYfp5G7Sflek2Qnde","Don't Tell Me","Avril Lavigne","Under My Skin","1","3","202013","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:0VRxqpFICUHJKuWx9sQrm6","He Wasn't","Avril Lavigne","Under My Skin","1","4","179360","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:7vTCIwHvCT3zMmtYBo0uff","How Does It Feel","Avril Lavigne","Under My Skin","1","5","224933","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:6sqNctd7MlJoKDOxPVCAvU","My Happy Ending","Avril Lavigne","Under My Skin","1","6","242413","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:0cZDC7uxNK8lqQ3GgyvCnD","Nobody's Home","Avril Lavigne","Under My Skin","1","7","212413","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:5tvMPInkVFU1YQJZnQzEEL","Forgotten","Avril Lavigne","Under My Skin","1","8","197386","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:6lUIEm45AdsmH3tpjRmqpU","Who Knows","Avril Lavigne","Under My Skin","1","9","209640","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:396WOfbkqKaXYFwx6XjdOF","Fall To Pieces","Avril Lavigne","Under My Skin","1","10","208680","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:4OGOs9wM85AnNrvSu95N0N","Freak Out","Avril Lavigne","Under My Skin","1","11","191933","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:5AZhrTm9YUCOiA3Vl2hQji","Slipped Away","Avril Lavigne","Under My Skin","1","12","214093","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:27Q0lsG2b9ESRSSJYPhxzp","I Always Get What I Want","Avril Lavigne","Under My Skin","1","13","151413","spotify:user:mrkaan888","2018-02-25T07:26:57Z"
"spotify:track:5ZIRKN9HeevSEFrx1qTF2K","Losing Grip","Avril Lavigne","Let Go","1","1","233760","spotify:user:mrkaan888","2018-02-25T07:27:05Z"
"spotify:track:3pRjpQahpix0exFO8Y3CNH","I'm with You","Avril Lavigne","Let Go","1","4","223066","spotify:user:mrkaan888","2018-02-25T07:27:05Z"
"spotify:track:71fR9SX82RUc77ZLlfimp9","Mobile","Avril Lavigne","Let Go","1","5","211933","spotify:user:mrkaan888","2018-02-25T07:27:05Z"
"spotify:track:5dFWsG5WERCCq9MOoUpR1s","Unwanted","Avril Lavigne","Let Go","1","6","221026","spotify:user:mrkaan888","2018-02-25T07:27:05Z"
"spotify:track:23F3BahEU6a2ptffH5QW49","Tomorrow","Avril Lavigne","Let Go","1","7","228840","spotify:user:mrkaan888","2018-02-25T07:27:05Z"
"spotify:track:2KLkwRZvyAvXtIlK9EsGjp","Anything but Ordinary","Avril Lavigne","Let Go","1","8","251493","spotify:user:mrkaan888","2018-02-25T07:27:05Z"
"spotify:track:5AlhF1UfC7nYru20CPLozI","Things I'll Never Say","Avril Lavigne","Let Go","1","9","223866","spotify:user:mrkaan888","2018-02-25T07:27:05Z"
"spotify:track:257kT1QkxdEs4c49EJkNmc","My World","Avril Lavigne","Let Go","1","10","207266","spotify:user:mrkaan888","2018-02-25T07:27:05Z"
"spotify:track:5SHSmZURFMkD6wpUCpiQel","Nobody's Fool","Avril Lavigne","Let Go","1","11","237333","spotify:user:mrkaan888","2018-02-25T07:27:05Z"
"spotify:track:7hSa1eYT1yIqWya3pEg2yt","Too Much to Ask","Avril Lavigne","Let Go","1","12","225400","spotify:user:mrkaan888","2018-02-25T07:27:05Z"
"spotify:track:7c6eSz3ZcToTr4dDi78NzF","Naked","Avril Lavigne","Let Go","1","13","208733","spotify:user:mrkaan888","2018-02-25T07:27:05Z"
"spotify:track:2maj5UMhZJKlr3Ane5Qeak","Fly","Avril Lavigne","Fly","1","1","186547","spotify:user:mrkaan888","2018-02-25T07:27:36Z"
"spotify:track:091td6FU4SLiNxMM7Ue9QL","Wings Clipped","Grey, Avril Lavigne, Anthony Green","Chameleon","1","3","272739","spotify:user:mrkaan888","2018-02-27T21:18:19Z"
"spotify:track:3YNKbymzBpPlqGTQnwtYWn","Winter Lady","Leonard Cohen","Songs Of Leonard Cohen","1","3","137813","spotify:user:mrkaan888","2018-03-01T18:42:58Z"
"spotify:track:5ZEQjTroORCu6uWvZrdeNc","My Life Is Going On - Música Original De La Serie De TV La Casa De Papel / Money Heist","Cecilia Krull","My Life Is Going On (Música Original De La Serie De TV La Casa De Papel / Money Heist)","1","1","214200","spotify:user:mrkaan888","2018-03-21T11:28:52Z"
"spotify:track:5KvYGNSAOKKnV0pPU97cjC","Gidersen","Jehan Barbur","Uyan","1","1","190480","spotify:user:mrkaan888","2018-03-21T12:40:07Z"
"spotify:track:0kzKxElwyRPmY85RIlaRIm","Delikanlı","Birsen Tezer","İkinci Cihan","1","2","307186","spotify:user:mrkaan888","2018-03-21T12:43:50Z"
"spotify:track:5fuLxRzNzweWQJU0MhpxJI","Bana Bir Gül Ver","Onur Akın","Asi Ve Mavi","1","8","248906","spotify:user:mrkaan888","2018-03-24T07:35:40Z"
"spotify:track:7MIIwSRKM0l6FIGfGcYm5x","Asi Ve Mavi","Onur Akın","Asi Ve Mavi","1","2","264693","spotify:user:mrkaan888","2018-03-24T07:46:14Z"
"spotify:track:0xaBxQKKsXGjUI3bA4hbEE","Denize Yakılan Türkü","Kardes Türküler","Vizontele Tuuba","1","2","178722","spotify:user:mrkaan888","2018-03-24T07:57:07Z"
"spotify:track:4s4aah9l0zG0MJvNJy5URX","Yiğidim Aslanım - Live","Zülfü Livaneli","Livaneli Efsane Konserler (Live)","1","11","256839","spotify:user:mrkaan888","2018-04-03T17:28:59Z"
"spotify:track:6dk4L6uLNCyE6IZHsk0PdO","Yokluğunu Anlasam da","Pera","Yokluğunu Anlasam da","1","1","280551","spotify:user:mrkaan888","2018-04-05T07:26:34Z"
"spotify:track:5Fu13i15KEIK06BiOkuS4y","Bir Bilebilsen","Elif Kaya","Bir Bilebilsen","1","1","219650","spotify:user:mrkaan888","2018-04-07T13:55:14Z"
"spotify:track:4YKj23hVGOKRT8REqKh7z3","Olmazlara Yandım","Ozbi, Gülce Duru","Kaybedenler Kulübü Yolda (Orijinal Film Müzikleri)","1","13","375882","spotify:user:mrkaan888","2018-04-07T19:45:03Z"
"spotify:track:06KyNuuMOX1ROXRhj787tj","We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth, Selena Gomez","Nine Track Mind","1","5","217706","spotify:user:mrkaan888","2018-04-13T13:36:48Z"
"spotify:track:78lgmZwycJ3nzsdgmPPGNx","Immigrant Song - Remaster","Led Zeppelin","Led Zeppelin III (Remastered)","1","1","146250","spotify:user:mrkaan888","2018-04-14T11:34:47Z"
"spotify:track:78YqfVFHGbwXa621E5VyT0","Şaşkın","Can Bonomo","Meczup","1","7","181149","spotify:user:mrkaan888","2018-04-17T00:13:04Z"
"spotify:track:66jBHlS4DhZbTDd5ov5JGr","Ala Gözlerini Sevdiğim Dilber","Badem, Gülçin Santırcıoğlu","Badem ve Konukları","1","7","281680","spotify:user:mrkaan888","2018-04-17T00:13:16Z"
"spotify:track:72b3Ws3byP6yidFilsOoyz","HAYALETLER","Büyük Ev Ablukada","FIRTINAYT","1","6","429294","spotify:user:mrkaan888","2018-04-17T00:15:56Z"
"spotify:track:53YCEHCI1hV6cp4Qn0OlaZ","En Güzel Yerinde Evin","Büyük Ev Ablukada","Full Faça","1","9","241013","spotify:user:mrkaan888","2018-04-17T05:19:31Z"
"spotify:track:4AWJHpJzo0pelT7cVCbWMA","Arayan Bulur - Tekli Şekli","Büyük Ev Ablukada","Arayan Bulur","1","1","474319","spotify:user:mrkaan888","2018-04-17T05:34:16Z"
"spotify:track:5licuE6EtkMKoMydD4dFbN","Vazgeçiş","Serkan Yağız","Vazgeçiş","1","1","275277","spotify:user:mrkaan888","2018-04-19T23:08:40Z"
"spotify:track:4VJT271OmckzRdYdiDZxWz","Çünkü Sen","Fatih Ermetin","Çünkü Sen","1","1","203143","spotify:user:mrkaan888","2018-04-19T23:09:00Z"
"spotify:track:0jy12KZnlxvn1RvShOqGDp","I Love You","Mehmet Güreli, Eda Baba","Zamboni Sokağı","1","10","305800","spotify:user:mrkaan888","2018-04-19T23:10:01Z"
"spotify:track:5UAmdRFIz2L3ZrLyvJoJ9r","Uzun İnce Bir Yoldayım","Eda Baba","Uzun İnce Bir Yoldayım","1","1","204962","spotify:user:mrkaan888","2018-04-19T23:10:10Z"
"spotify:track:1ZeKvP64NmRmGi6w7fKQdz","Her Aşk Yara Açar (feat. Uğur Özdemir)","Çağan Şengül, Uğur Özdemir","Her Aşk Yara Açar (feat. Uğur Özdemir)","1","1","243500","spotify:user:mrkaan888","2018-04-19T23:13:11Z"
"spotify:track:3cCq1tC6ttaFk5vHC2xYn9","1000 Parça","maNga, Kamufle, Joker, Tankurt Manas, Fate Fat, Dj Hırs","X","1","1","238163","spotify:user:mrkaan888","2018-04-21T19:12:47Z"
"spotify:track:0ckzNo4VIOTDNfuqeNIqtW","Yad Eller","maNga","X","1","2","229165","spotify:user:mrkaan888","2018-04-21T19:12:47Z"
"spotify:track:2l700QOFoPcYF57lu8SSOT","Gel - Bu Son El","maNga","X","1","3","260905","spotify:user:mrkaan888","2018-04-21T19:12:47Z"
"spotify:track:5P40YyCrdZRsoj2vTbSyVI","Attention","Pentatonix","PTX Presents: Top Pop, Vol. I","1","1","171520","spotify:user:mrkaan888","2018-04-21T23:30:15Z"
"spotify:track:1bZmToVGczZmwwQNzNj48n","Eylül Adamı","Murat Yürük","Beyhude","1","1","222644","spotify:user:mrkaan888","2018-04-27T17:14:56Z"
"spotify:track:1albHYDB48jL8MuV75ffPA","Tomorrow Is a Long Time - Witmark Demo - 1962","Bob Dylan","The Witmark Demos: 1962-1964 (The Bootleg Series Vol. 9)","1","12","224853","spotify:user:mrkaan888","2018-04-28T11:11:21Z"
"spotify:track:7eSEOvKLEHsesvBr7fUYwC","Nine Thou - Grant Mohrman Superstars Remix","Styles Of Beyond","Grant Mohrman Remixes","1","1","243053","spotify:user:mrkaan888","2018-04-30T21:08:23Z"
"spotify:track:5bCnDGM4FsWhNHtSkqA8s0","Neredesin Sen","Kurtalan Ekspres, Duman","Göğe Selam, Vol. 2","1","10","244973","spotify:user:mrkaan888","2018-05-02T05:24:24Z"
"spotify:track:5gx9Tna1CvetTbi0JHQl7d","Old Country - Audiotree Live Version","Andrea von Kampen","Andrea von Kampen on Audiotree Live","1","5","162979","spotify:user:mrkaan888","2018-05-13T14:49:08Z"
"spotify:track:2xKdGngYpwhT23AjVgrv0p","Darkest Hour","Lyves","Like Water","1","1","256941","spotify:user:mrkaan888","2018-05-17T01:40:17Z"
"spotify:track:4jDmJ51x1o9NZB5Nxxc7gY","Careless Whisper","George Michael","Ladies And Gentlemen... The Best Of George Michael","1","3","300106","spotify:user:mrkaan888","2018-05-18T19:55:16Z"
"spotify:track:6CIKjFIomOds56hmcYEMw9","Fly to Stay Alive","maNga","Fly to Stay Alive","1","1","246523","spotify:user:mrkaan888","2018-05-20T22:08:29Z"
"spotify:track:5bPQBYxtU9zC6wBJ5Q4lWp","Overture","Evanescence","Synthesis","1","1","58426","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:2QMF6DLnV7pg6EGhgSJ6ND","Never Go Back","Evanescence","Synthesis","1","2","290546","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:12DYnS4EGAWbKL1gYHOUph","Hi-Lo","Evanescence","Synthesis","1","3","306680","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:2S9gUe3G1buwpGQhpZZFZB","My Heart Is Broken","Evanescence","Synthesis","1","4","273493","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:3RNQzQiY9dBvN0cPan67x6","Lacrymosa","Evanescence","Synthesis","1","5","222506","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:1WmfSmkpN991n7vfRpRK6f","The End of the Dream","Evanescence","Synthesis","1","6","294693","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:0BKZ9qfKhVuEAqFOafTYa4","Unraveling (Interlude)","Evanescence","Synthesis","1","8","100680","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:3pGxGz74s73nhGFvrYn44T","Imaginary","Evanescence","Synthesis","1","9","243760","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:2RjqeTNizi8kaiKBL8FeLf","Secret Door","Evanescence","Synthesis","1","10","228413","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:7zeKRUBOWbW2exciIgCiCc","Lost in Paradise","Evanescence","Synthesis","1","12","283933","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:33Ma2Nph5oxtQB3sILngBq","Your Star","Evanescence","Synthesis","1","13","277653","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:46SOM5rxqJ6YWAQUAX93xa","My Immortal","Evanescence","Synthesis","1","14","264626","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:1zookkb1xH1PyxA6U05lod","The In-Between (Piano Solo)","Evanescence","Synthesis","1","15","132160","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:7etddoQzbpDrViOXRN9hfV","Imperfection","Evanescence","Synthesis","1","16","262893","spotify:user:mrkaan888","2018-05-21T01:08:13Z"
"spotify:track:5m9Ayj5b7qDo3E1zfWUfaF","Fabrika Kızı","Alpay","Gitme","1","16","139389","spotify:user:mrkaan888","2018-06-01T15:25:49Z"
"spotify:track:37lYrZzmbRiEySPGkiGjXA","Fairytale","Alexander Rybak","Fairytale","1","1","182600","spotify:user:mrkaan888","2018-06-04T22:55:19Z"
"spotify:track:5fpRPaDeHXncLV6r4zhaUw","Biri Vardı","Pera","En Güzel Mevsimim","1","11","250327","spotify:user:mrkaan888","2018-06-05T16:59:46Z"
"spotify:track:0JPbk7WjujIMmaH07MrcZN","Korkak","Gri","Korkak","1","1","226796","spotify:user:mrkaan888","2018-06-06T12:07:50Z"
"spotify:track:6MZOoO06uYWhvJhAn6Xxg5","Kemer Gibi Belindeyim - Seni Niçin Kıskanayım","İsmet Nedim","Kemer Gibi Belindeyim","1","1","163654","spotify:user:mrkaan888","2018-06-06T23:47:43Z"
"spotify:track:1U9Jub5wvnbbD0DJqCSe7Y","Eylül Akşamı","Mehmet Günsur","Aşk Tesadüfleri Sever (Original Motion Picture Soundtrack)","1","3","340868","spotify:user:mrkaan888","2018-06-07T23:13:11Z"
"spotify:track:0mynnj7IMFCvmD7sffmUrB","Bu Gün Bayram","Barış Manço","7'den Sonsuza Barış Manço Set","2","2","155426","spotify:user:mrkaan888","2018-06-16T11:13:30Z"
"spotify:track:5PB1hvv4GpQELlv3yG6ybr","Cole’s Memories - Original Mix","Pyramid","We Are Your Friends (Music From The Original Motion Picture)","1","9","351213","spotify:user:mrkaan888","2018-06-23T13:36:20Z"
"spotify:track:0sTJR00cUTvw73XHtxLwtW","Bir Harmanım Bu Akşam","Fikret Kızılok","Yana Yana","1","4","343909","spotify:user:mrkaan888","2018-07-05T00:46:26Z"
"spotify:track:57vXAlZzgRl3xNyee3klrk","Bir Harmanım Bu Akşam","Mehmet Erdem","Herkes Aynı Hayatta","1","1","288840","spotify:user:mrkaan888","2018-07-05T00:46:38Z"
"spotify:track:6JbMgZ9mnzrNED37mex0ag","Bu Kalp Seni Unutur mu?","Sibel Sezal","Bu Kalp Seni Unutur Mu?","1","1","257044","spotify:user:mrkaan888","2018-07-06T16:45:09Z"
"spotify:track:4QwmWRYHOHIe973byvgsyG","Yalnızlık Ömür Boyu","MFÖ","The Best Of MFÖ","1","15","242560","spotify:user:mrkaan888","2018-07-10T00:42:50Z"
"spotify:track:0uPABB0llesKoBO7CCVIC0","Bağrı Yanık Dostlara","Asu Maralman","Asu Maralman 50. Yıl","1","1","309000","spotify:user:mrkaan888","2018-07-10T00:42:57Z"
"spotify:track:37g8IhMHjXMbDmbYcpTkmQ","Hep Oturup Bekledim","Deniz Tekin","Hep Oturup Bekledim","1","1","266195","spotify:user:mrkaan888","2018-07-10T01:17:04Z"
"spotify:track:4r3dXSDGsZ9Ujk15DmUrbQ","Sigaramın Dumanı","Müzeyyen Senar","Atatürk'ün Sevdigi Sarkilar","1","9","138390","spotify:user:mrkaan888","2018-07-10T22:59:03Z"
"spotify:track:41L7iPpN3rtwY5mW5vqPkn","Aşk Durdukça","Yüksek Sadakat","Katil & Maktül","1","1","269386","spotify:user:mrkaan888","2018-07-13T17:49:14Z"
"spotify:track:12MXEvsHeWPEmnUQ3q8fXe","Mavi","Barış Akarsu","Islak Islak","1","2","265195","spotify:user:mrkaan888","2018-07-19T00:58:14Z"
"spotify:track:4dm3aMXmLjdzroIojEMjp3","Leyla","Barış Akarsu","Çeyrek","1","6","279253","spotify:user:mrkaan888","2018-07-19T00:58:24Z"
"spotify:track:7itO53A67K3FDQD3LHU0te","Bir Çocuk Sevdim","Sezen Aksu","Sezen Aksu '88","1","8","295920","spotify:user:mrkaan888","2018-07-19T00:58:34Z"
"spotify:track:7iUfMZs8p1UNqPqrmlq2Jd","Sarı Kurdeleler","Model","Levlâ'nın Hikâyesi","1","10","289432","spotify:user:mrkaan888","2018-07-19T00:58:57Z"
"spotify:track:3cnhQxjmgPhiYOMO0XcKpM","İnsan İnsan","Fazıl Say, Cem Adrian, Guvenc Dagustun, Burcu Uyar, Selva Erdener","İlk Şarkılar","1","10","391453","spotify:user:mrkaan888","2018-07-19T00:59:29Z"
"spotify:track:1T14LF4SlBlQpHGsXyHos2","Mazi Kalbimde Bir Yaradır","Kargo, Dilek Türkan","Mazi Kalbimde Bir Yaradır","1","1","229455","spotify:user:mrkaan888","2018-07-19T01:00:07Z"
"spotify:track:7Beeb1AZSs6YQuAeifdX0n","Bana Yalan Söylediler","Semiramis Pekkan","Bana Yalan Söylediler / Unuttu Unuttu","1","2","238653","spotify:user:mrkaan888","2018-07-19T01:01:08Z"
"spotify:track:07OVDbmQxIJSD5BoTJzWaz","Olmaz Bu İş Olamaz","Semiramis Pekkan","Semiramis Pekkan","1","2","174124","spotify:user:mrkaan888","2018-07-19T01:01:14Z"
"spotify:track:4n9Znh4IPMH6EwQT2Wsxc3","Bu Ne Dünya","Yeliz","En İyileriyle Yeliz","1","1","235146","spotify:user:mrkaan888","2018-07-19T01:01:37Z"
